town_id,縣市,鄉鎮,人口數,家戶數,1-2月總用水,1-2月家戶用水,3-4月總用水,3-4月家戶用水,5-6月總用水,5-6月家戶用水,7-8月總用水,7-8月家戶用水,9-10月總用水,9-10月家戶用水,11-12月總用水,11-12月家戶用水
6301000,臺北市,內湖區,267702,94823,5417020,57.12770108518,4718891,49.765257374266,5065434,53.419887580018,5122493,54.021629773367,5415790,57.114729548738,5098744,53.771173660399
6300600,臺北市,大同區,123426,46385,2448624,52.789134418454,2318887,49.992174194244,2290845,49.387625309906,2408740,51.929287485178,2452057,52.863145413388,2416202,52.090158456398
6300700,臺北市,萬華區,188400,73207,3650018,49.858865955441,3273465,44.715191170243,3385301,46.242859289412,3454526,47.188465583892,3647140,49.819552775008,3499149,47.798011119155
6301100,臺北市,士林區,283817,99475,5798063,58.286634832873,5224918,52.524935913546,5417129,54.457190248806,5553492,55.828017089721,5689791,57.198200552903,5560446,55.897924101533
6300200,臺北市,信義區,225305,85389,4744042,55.557999273911,4373581,51.219489629812,4451593,52.133096768905,4675542,54.755788216281,4848499,56.781306725691,4659328,54.565904273384
6300900,臺北市,南港區,113097,40977,2289273,55.867267003441,1991565,48.602020645728,2090131,51.00741879591,2207135,53.862776679601,2288323,55.844083266223,2144328,52.330038802255
6300800,臺北市,文山區,260873,95836,4686647,48.902781835636,4025846,42.007658917317,4278463,44.643589047957,4255218,44.401039275429,4369555,45.594087816687,4422246,46.143891648232
6300500,臺北市,中正區,158778,61406,4399789,71.650799596131,4028620,65.606292544702,4095887,66.701739243722,4407997,71.784467315897,4615587,75.165081588118,4428236,72.114060515259
6300100,臺北市,松山區,208030,77144,4326276,56.080524732967,4090594,53.025432956549,4060095,52.630081406201,4220904,54.714611635383,4573284,59.282432852847,4389650,56.902027377372
6300300,臺北市,大安區,311601,116056,6782039,58.437642172744,6472898,55.773919487144,6402330,55.165868201558,6665904,57.436961466878,6915227,59.585260563866,6829287,58.844755979872
6301200,臺北市,北投區,248079,88434,4649254,52.573150598186,4528464,51.207273220707,4398732,49.740280887441,4616155,52.198871474772,4795972,54.232218377547,4657692,52.668566388493
6300400,臺北市,中山區,218290,90206,6359138,70.49573199122,5997108,66.482362592289,5996093,66.471110569142,6279711,69.61522515132,6655186,73.777642285436,6372050,70.638871028535
1000101,臺北縣,板橋市,552951,190778,7888483,41.349018230614,5128296,26.88096111711,7668895,40.19800501106,8626874,45.219438300014,8994546,47.14666261309,9259938,48.537766409125
1000105,臺北縣,新莊市,400896,134182,6279737,46.80014457975,3597355,26.8095199058,6137192,45.737818783443,6820931,50.833427732483,6931993,51.661124442921,6962528,51.888688497712
