town_id,縣市,鄉鎮,人口數,家戶數,1-2月總用電,1-2月家戶用電,3-4月總用電,3-4月家戶用電,5-6月總用電,5-6月家戶用電,7-8月總用電,7-8月家戶用電,9-10月總用電,9-10月家戶用電,11-12月總用電,11-12月家戶用電
6300100,臺北市,松山區,210473,80073,49282069,615.46425137062,46506578,580.80224295331,52245296,652.47082037641,78205671,976.67966730359,86183254,1076.3085434541,54850262,685.00320957127
6301200,臺北市,北投區,257520,95092,55086636,579.29832162537,50325695,529.23163883397,57954950,609.46188953855,87778111,923.08617969966,91474527,961.95817734405,55492552,583.56698775922
6300500,臺北市,中正區,163388,65087,41294931,634.45743389617,37788631,580.58646119809,42929211,659.5665954799,62146577,954.82319049887,69352741,1065.5390631002,44726333,687.177669888
6300300,臺北市,大安區,313693,120178,83452289,694.40570653531,76625543,637.60041771372,84625475,704.16777613207,126615548,1053.566775949,143007923,1189.9675730999,87200808,725.5970976385
6300700,臺北市,萬華區,194715,78157,42760925,547.11574139233,39407131,504.20475453254,44300772,566.81771306473,64864066,829.92010952314,76909420,984.03751423417,48643778,622.38542932815
6300900,臺北市,南港區,121257,45863,25224275,549.99182347426,24565998,535.63870658265,24728872,539.19002245819,34139242,744.37437585854,44071030,960.9277631206,29291553,638.675032161
6300600,臺北市,大同區,130973,51164,29265147,571.98708075991,28803375,562.96175044953,30932323,604.57202329763,44222476,864.32796497537,55851909,1091.6251465874,37225783,727.57765225549
6300200,臺北市,信義區,229657,89181,56123685,629.32334241599,52582439,589.61481705744,56125846,629.34757403483,81159969,910.05896995997,98221511,1101.3726130005,63124814,707.82805754589
6301000,臺北市,內湖區,285767,105416,66691432,632.64999620551,61351739,581.9964616377,65734137,623.56887948698,95656530,907.41946194126,109289460,1036.7445169614,69658970,660.80073233665
6301100,臺北市,士林區,290455,105568,74154030,702.42905046984,70695056,669.66368596544,74856491,709.0831596696,106229959,1006.2704512731,129111396,1223.0164064868,83844842,794.22592073356
6300800,臺北市,文山區,273921,103299,60241558,583.17658447807,56707602,548.96564342346,59264990,573.72278531254,83665221,809.93253564894,96740233,936.50696521748,63671221,616.37790298067
6300400,臺北市,中山區,230496,98324,68416772,695.82982791587,67860394,690.17120947073,72372602,736.06242626419,106829619,1086.5060310809,129720170,1319.3133924576,84193428,856.28562711037
6501500,新北市,五股區,82255,29305,20858019,711.75632144685,19342144,660.02880054598,21852306,745.68524142638,34034067,1161.3740658591,34300378,1170.4616277086,19975890,681.65466643917
6501900,新北市,石碇區,7864,3368,2150638,638.55047505938,1892781,561.98960807601,2026285,601.62856294537,2333153,692.74138954869,2237431,664.32036817102,1855902,551.03978622328
6502200,新北市,石門區,12733,4283,2271908,530.44781695074,1990241,464.68386644875,2284414,533.3677328975,3079970,719.11510623395,2921055,682.01144057903,1996873,466.23231379874
6502500,新北市,雙溪區,9450,3842,2046306,532.61478396668,1829547,476.19651223321,1975762,514.2535137949,2495919,649.64055179594,2495767,649.60098906819,1899427,494.38495575221
6502400,新北市,平溪區,4954,2351,1087283,462.47681837516,988021,420.25563589962,1046229,445.01446193109,1189139,505.80136112293,1221233,519.45257337303,995219,423.31731178222
6502100,新北市,三芝區,23480,9279,7141096,769.59758594676,6518087,702.455760319,6684188,720.35650393361,8733326,941.19258540791,9223840,994.0553939002,6647116,716.3612458239
6502600,新北市,貢寮區,13115,4434,2756875,621.75800631484,2679710,604.3549842129,2841998,640.95579612088,3567859,804.65922417682,4017480,906.06224627876,2919363,658.40392422192
6502800,新北市,萬里區,22678,7369,4655715,631.79739449043,4263409,578.5600488533,4461466,605.43710137061,5679790,770.7680825078,6553233,889.29746234224,4724050,641.07070158773
6502900,新北市,烏來區,6165,1792,1281541,715.14564732143,1276364,712.25669642857,1191477,664.88671875,1275061,711.52957589286,1450861,809.63225446429,1252495,698.93694196429
6502000,新北市,坪林區,6455,2478,1315836,531.00726392252,1267713,511.58716707022,1464773,591.11097659403,1510961,609.75020177563,1642599,662.87288135593,1510479,609.55569007264
6502700,新北市,金山區,22400,7003,4871212,695.58931886334,4788899,683.83535627588,4871077,695.57004141082,6302176,899.92517492503,7556819,1079.0831072398,5305272,757.57132657433
6501200,新北市,瑞芳區,41315,16088,9643086,599.39619592243,8985152,558.50024863252,9332228,580.07384385878,12461471,774.58173794132,13587157,844.55227498757,9242864,574.51914470413
6501800,新北市,深坑區,23636,9330,7451898,798.70289389068,7268195,779.01339764201,7106378,761.66966773848,9065294,971.62851018221,10920882,1170.5125401929,7840722,840.37749196141
6502300,新北市,八里區,37187,13764,11402324,828.41644870677,10684344,776.25283347864,11351295,824.70902353967,16247524,1180.436210404,18187783,1321.4024266202,11826255,859.21643417611
6500900,新北市,三峽區,111588,40345,27899018,691.5111661916,26880232,666.25931342174,27813016,689.379501797,36873544,913.95573181311,42677954,1057.8251084397,29738652,737.10873714215
6500800,新北市,鶯歌區,89075,29201,20897917,715.65758021986,20129162,689.33125577891,20613536,705.91883839595,27446070,939.90171569467,32897221,1126.5785760762,23114107,791.55189890757
6501600,新北市,泰山區,78370,27668,19179570,693.20406245482,18927800,684.10438051178,19108159,690.62306635825,25857861,934.57644209918,36144269,1306.3564045106,25353091,916.33262252422
6500700,新北市,樹林區,184167,65057,41104636,631.82495350231,39246138,603.25772783866,42343055,650.8608604762,61013452,937.84607344329,70841376,1088.9124306377,45339955,696.92661819635
6501300,新北市,土城區,239270,85549,52375402,612.22693427159,49498244,578.59523781692,54443807,636.40494921039,79621084,930.70736069387,90448132,1057.2669698068,56870667,664.77301897158
6501400,新北市,蘆洲區,199750,68922,46952691,681.24388439105,46181703,670.05749978236,48831653,708.5060358086,71670791,1039.882635443,93039075,1349.9183860016,59365892,861.34894518441
6501100,新北市,汐止區,195140,84229,62276471,739.37089363521,57824859,686.51959538876,59483638,706.21327571264,82924604,984.5136948082,93383922,1108.6908546938,61053912,724.85618967339
6500300,新北市,中和區,415226,162378,106890770,658.28357289781,97332459,599.41900380593,109599015,674.96221778812,164152854,1010.930384658,177246735,1091.5686546207,107927370,664.66744263385
6500200,新北市,三重區,389325,147402,99970461,678.21644889486,93142009,631.8910801753,107318728,728.06833014477,164055283,1112.9786773585,181860598,1233.7729338815,109941451,745.86132481242
6500400,新北市,永和區,227267,90687,57149337,630.18224221774,54824409,604.54540342056,58212529,641.90599534663,84034745,926.6459911564,103134555,1137.258427338,66934931,738.08738849008
6501700,新北市,林口區,97645,37840,31715705,838.15288054968,32112826,848.64762156448,29692848,784.69471458774,36277661,958.71197145877,42797918,1131.0232029598,31948066,844.29349894292
6500500,新北市,新莊區,411711,147092,94970525,645.6539104778,89759649,610.22794577543,100742809,684.89658852963,152089236,1033.9735403693,175980046,1196.394406222,107026882,727.61864683327
6501000,新北市,淡水區,158953,68253,57662286,844.83152388906,55888531,818.84358196709,56017908,820.73913234583,74511429,1091.6945628764,88491856,1296.526980499,62229692,911.75028203888
6500600,新北市,新店區,299730,122810,85397864,695.36571940396,80945737,659.11356567055,83012090,675.93917433434,112585047,916.74169041609,132824775,1081.5469017181,90421412,736.27075971012
6500100,新北市,板橋區,555914,204899,130627270,637.52029048458,126058360,615.22193861366,135326828,660.45626381778,196063608,956.87928198771,244300363,1192.29651194,157524780,768.79233183178
6602800,臺中市,大里區,206318,66583,49145354,738.10663382545,46571053,699.44359671388,52468999,788.0239550636,71720318,1077.1566015349,82281237,1235.7694456543,60262622,905.07519937522
6602200,臺中市,大安區,19654,5355,4522104,844.46386554622,4332199,809.00074696545,4506482,841.54659197012,6159857,1150.3000933707,6695727,1250.3691876751,4591364,857.39757236228
6602600,臺中市,霧峰區,64496,19562,18215129,931.14860443717,16942476,866.0911972191,20013335,1023.0720274001,26575779,1358.540997853,25958296,1326.9755648707,18395746,940.38165831715
6602100,臺中市,外埔區,31800,9291,8263026,889.35808847272,7025086,756.11731783446,7986240,859.56732321602,10728926,1154.7654719621,10157098,1093.219029168,7196572,774.57453449575
6600100,臺中市,中　區,19323,7848,6498701,828.07097349643,6494078,827.48190621814,7440660,948.09633027523,10720763,1366.0503312946,10725020,1366.5927624873,7299661,930.13009683996
6602900,臺中市,和平區,10825,4414,3642693,825.25894879928,3548187,803.84843679203,3563137,807.23538740372,3575435,810.02152242864,3757007,851.1570004531,3846481,871.42750339828
6602400,臺中市,大肚區,56364,16677,13245549,794.24051088325,13222228,792.84211788691,13337080,799.72896803982,17084631,1024.4427055226,19439192,1165.6288301253,14880812,892.29549679199
6602000,臺中市,石岡區,15405,4899,3251049,663.61481935089,3247354,662.86058379261,3203103,653.82792406614,3385621,691.08409879567,4064715,829.70300061237,3468149,707.92998571137
6601900,臺中市,新社區,25242,7476,6544073,875.34416800428,6089743,814.57236490102,6497648,869.1342964152,6708372,897.32102728732,7204839,963.72913322632,6279095,839.90034777956
6601000,臺中市,東勢區,51485,17241,11688631,677.95551302129,11393105,660.81462792181,11427755,662.82437213619,12768263,740.57554666203,13236249,767.7193318253,11349566,658.28931036483
6601300,臺中市,沙鹿區,87742,27099,27228186,1004.7671869811,25274409,932.66943429647,28328160,1045.3581312964,36766355,1356.7421307059,40502003,1494.5940071589,28619991,1056.1272002657
6600800,臺中市,北屯區,259742,91950,65103733,708.03407286569,62034398,674.65359434475,71577543,778.43983686786,100766130,1095.8796084829,100884194,1097.163610658,67760287,736.92536160957
6600200,臺中市,東　區,74922,27086,18890464,697.42538580817,18176369,671.06139703168,20386141,752.64494572842,28502699,1052.3037362475,31965157,1180.1357527874,22204325,819.77128405819
6601500,臺中市,后里區,54106,15439,13438789,870.4442645249,12389854,802.50365956344,12834575,831.30869874992,15552090,1007.3249562796,16802461,1088.3127793251,12840113,831.66740073839
6601400,臺中市,梧棲區,56643,16839,15561461,924.13213373716,14548190,863.95807351981,15417993,915.61215036522,20620501,1224.5680266049,24116848,1432.2019122276,16987984,1008.8475562682
6601200,臺中市,清水區,85957,26032,19972700,767.2364781807,20351989,781.80658420406,20740681,796.7378995083,27958029,1073.9869775661,32076206,1232.1836969883,22839334,877.35610018439
6601100,臺中市,大甲區,77607,22522,18951958,841.48645768582,18167500,806.65571441257,18926745,840.36697451381,25358293,1125.9343308765,29410252,1305.8454844152,20517582,911.0017760412
6601600,臺中市,神岡區,64956,18694,16141454,863.456403124,15208221,813.5348775008,15594798,834.21407938376,19603403,1048.6467850647,21575398,1154.1349095967,16196159,866.38274312614
6602300,臺中市,烏日區,71520,22635,16507046,729.27086370665,16371402,723.27819748178,17510864,773.6189087696,23318257,1030.1858626022,27705155,1223.9962447537,20896391,923.18935277226
6601800,臺中市,大雅區,92628,27921,23654623,847.1982737008,21938033,785.71802585867,23237544,832.26044912432,30268793,1084.0869954515,33154763,1187.4489810537,24117437,863.77411267505
6602700,臺中市,太平區,181537,59914,43705902,729.47728410722,40525918,676.40147544814,46909582,782.94859298328,62024141,1035.2194979471,65852171,1099.1115765931,47716499,796.41651366959
6602500,臺中市,龍井區,76164,22033,21283775,965.99532519403,20257645,919.42291108791,20928564,949.8735533064,26531237,1204.1590795625,30167920,1369.2152680071,23337202,1059.1931194118
6601700,臺中市,潭子區,105165,34709,24144479,695.62588953874,24488563,705.53928375926,25122318,723.79838082342,31614290,910.83839926244,38065285,1096.6978305339,30001145,864.36212509724
6600500,臺中市,北　區,147471,58247,44098656,757.09746424709,40686929,698.52402698851,49587725,851.3352619019,68369638,1173.7881435954,70851863,1216.4036431061,49000187,841.24825312892
6600300,臺中市,南　區,120128,45952,32290639,702.70366904596,30908390,672.62338962396,33795738,735.45739032033,47499243,1033.6708521936,58263449,1267.9197641017,42423806,923.22001218663
6600900,臺中市,豐原區,166458,52173,39158585,750.55268050524,37951978,727.42564161539,39416579,755.49765204224,48919107,937.63262607096,54560483,1045.7608916489,42282835,810.43518678244
6600400,臺中市,西　區,115731,44725,33787744,755.45542761319,32849284,734.47253214086,35813902,800.75801006149,50514177,1129.4393963108,62582740,1399.2787031861,47402479,1059.8653773058
6600600,臺中市,西屯區,218540,80619,68684372,851.96258946402,66195309,821.08819260968,74426229,923.1847207234,102806427,1275.2133740185,115509860,1432.7870601223,82463765,1022.8825090859
6600700,臺中市,南屯區,161906,58370,43563707,746.33727942436,42162005,722.3231968477,46778383,801.41139283879,66964876,1147.2481754326,77298450,1324.2838787048,54590844,935.25516532465
6701600,臺南市,將軍區,20568,7339,3805536,518.53604033247,3703688,504.65840032702,4582268,624.37225780079,5466872,744.9069355498,5483710,747.20125357678,3876524,528.2087477858
6703000,臺南市,龍崎區,4292,1573,757095,481.30642085188,760649,483.56579783853,846986,538.45263827082,919862,584.7819453274,934736,594.23776223776,773818,491.93769866497
6702600,臺南市,左鎮區,5181,1998,1038379,519.70920920921,1002143,501.57307307307,1120657,560.88938938939,1343744,672.54454454454,1391594,696.49349349349,1089739,545.41491491491
6702200,臺南市,山上區,7500,2688,1571682,584.703125,1442776,536.74702380952,1738356,646.70982142857,2246792,835.86011904762,2096849,780.07775297619,1593763,592.9177827381
6701700,臺南市,北門區,11691,4369,1952235,446.83794918746,2004465,458.79262989242,2188302,500.87022201877,2901823,664.18471046006,3235067,740.4593728542,2642312,604.78644998856
6702500,臺南市,南化區,9001,2863,1742526,608.63639538945,1824347,637.21515892421,1919245,670.36150890674,2256212,788.0586797066,2383437,832.49633251834,1915242,668.96332518337
6701500,臺南市,七股區,23608,8125,4395106,540.93612307692,4021393,494.94067692308,4780083,588.31790769231,6148952,756.79409230769,6336981,779.93612307692,4720245,580.95323076923
6700900,臺南市,六甲區,22832,7715,4898373,634.91548930655,4609183,597.43136746598,5135360,665.63318211277,7089544,918.92987686325,7767933,1006.8610499028,5538863,717.93428386261
6701100,臺南市,大內區,10248,3972,2096238,527.75377643505,1978597,498.13620342397,2286700,575.70493454179,2802308,705.51560926485,2852501,718.15231621349,2239404,563.79758308157
6700500,臺南市,後壁區,24589,8887,5615528,631.88117474963,5202700,585.42815348262,5961296,670.78834252279,7602878,855.50556993361,8050002,905.81771126364,6128156,689.5640823675
6700200,臺南市,鹽水區,26322,10065,6033288,599.43248882265,5675765,563.91107799305,6559652,651.72896174863,8814416,875.74923000497,9351913,929.15181321411,6623659,658.08832588177
6700400,臺南市,柳營區,21828,7843,4999535,637.45186790769,4604803,587.1226571465,5499374,701.18245569297,7196584,917.58051765906,7244491,923.68876705342,5193393,662.16919546092
6701300,臺南市,學甲區,26949,9647,5934445,615.15963511973,5476066,567.64444905152,6562155,680.22753187519,8618671,893.40427075775,9002753,933.21789157251,6346434,657.8660723541
6702400,臺南市,楠西區,10116,3538,2414452,682.43414358395,2328081,658.02176370831,2584721,730.55992085924,2891725,817.33323911815,3285095,928.51752402487,2867068,810.36404748445
6701000,臺南市,官田區,21706,7796,5334692,684.28578758338,4838162,620.59543355567,5752039,737.81926629041,7435243,953.72537198563,7558686,969.55951770139,5614125,720.1289122627
6702300,臺南市,玉井區,14561,5120,3490197,681.6791015625,3464513,676.6626953125,3968725,775.1416015625,4725446,922.938671875,4996977,975.9720703125,4068930,794.712890625
6700300,臺南市,白河區,29731,10978,6251221,569.43168154491,6744262,614.34341410093,6955796,633.61231554017,8640856,787.10657678994,9576660,872.35015485516,7827767,713.04126434688
6702900,臺南市,關廟區,34865,10889,8697601,798.75112498852,8072065,741.30452750482,9254301,849.87611350905,11464693,1052.8692258242,11472171,1053.5559739186,8852727,812.99724492607
6701400,臺南市,西港區,24896,8044,5981856,743.64196916957,5814211,722.80096966683,6907293,858.6888363998,8519803,1059.1500497265,8463794,1052.1872202884,6049613,752.0652660368
6702100,臺南市,安定區,30298,9763,7697000,788.38471781215,7080718,725.2604732152,8517865,872.46389429479,10865841,1112.9612823927,10719498,1097.971730001,7733409,792.1140018437
6700600,臺南市,東山區,21920,8282,4305098,519.81381308863,4139768,499.85124366095,4525061,546.37297754166,5453705,658.50096595025,6257611,755.56761651775,5333323,643.96558802222
6700800,臺南市,下營區,25068,9111,5869648,644.23751509165,5194036,570.08407419603,6132915,673.13302601251,7890341,866.02359784875,8279010,908.6829107672,6186003,678.9598287784
6701800,臺南市,新化區,43782,14203,10783863,759.2665634021,9832099,692.25508695346,11852143,834.48165880448,14999057,1056.048510878,15007004,1056.6080405548,11066025,779.13292966275
6703700,臺南市,中西區,77910,30783,24143025,784.2973394406,23378741,759.46922002404,27609098,896.89432478966,37299995,1211.7075983497,38807240,1260.6711496605,28693123,932.1093785531
6703300,臺南市,南　區,125691,44706,31370427,701.70507314454,29520327,660.32136625956,34964839,782.10618261531,46866366,1048.3238491478,48130427,1076.5988234241,35587982,796.04487093455
6700100,臺南市,新營區,78231,28426,18740707,659.28048265672,17688076,622.24991205235,20275707,713.28034194048,27709251,974.78544290438,29398960,1034.2278196018,21232939,746.95486526419
6700700,臺南市,麻豆區,45067,15450,11650813,754.09792880259,11475046,742.72142394822,12817563,829.61572815534,16150897,1045.3655016181,17846992,1155.1451132686,14044784,909.04750809061
6701900,臺南市,善化區,46100,16290,13437503,824.8927562922,12870231,790.06942909761,14585501,895.36531614487,18191484,1116.7270718232,18785523,1153.1935543278,14114760,866.46777163904
6703600,臺南市,安平區,64898,24546,19067279,776.79780819685,18029639,734.52452538092,20501838,835.24150574432,28188551,1148.3969282164,31881559,1298.8494663082,24574269,1001.1516744072
6701200,臺南市,佳里區,59533,20276,14164076,698.56362201618,14299885,705.2616393766,15894664,783.9151706451,20533801,1012.7145886763,22371990,1103.3729532452,17487627,862.47913789702
6703400,臺南市,北　區,132558,49711,37994872,764.31518175052,35064864,705.37434370662,42600163,856.95646838728,57388169,1154.4360201967,58340741,1173.5982176983,42132177,847.54233469453
6702000,臺南市,新市區,35482,11516,10600738,920.52257728378,10865650,943.52639805488,11709969,1016.8434352206,14904537,1294.2460055575,16292607,1414.7800451546,13293258,1154.3294546718
6703200,臺南市,東　區,190233,71870,51604582,718.02674272993,47485496,660.71373312926,58582511,815.11772645054,79553133,1106.9032002226,79282592,1103.1388896619,56110053,780.71591762905
6702800,臺南市,歸仁區,67504,21963,17313099,788.28479715886,17162950,781.44834494377,18771194,854.67349633474,23667263,1077.5970040523,24813473,1129.7852297045,20529173,934.71625005691
6702700,臺南市,仁德區,73099,26526,20803448,784.2663047576,19987527,753.50701198824,22651944,853.95249943452,28860142,1087.9944959662,30756999,1159.5038452839,25243000,951.63236070271
6703500,臺南市,安南區,187775,60102,46674569,776.58928155469,44744553,744.47693920335,50434712,839.15197497587,66563259,1107.5048916841,71015666,1181.5857375794,53423790,888.88539482879
6703100,臺南市,永康區,228651,81040,63967654,789.33432872655,62189611,767.39401530109,71566882,883.10565153011,94770448,1169.428035538,98284677,1212.7921643633,75868431,936.18498272458
6402200,高雄市,田寮區,7680,3405,1677199,492.56945668135,1553540,456.25256975037,1826444,536.40058737151,2050708,602.2637298091,2131909,626.11130690162,1719132,504.8845814978
6403300,高雄市,甲仙區,6420,2372,1248970,526.54721753794,1250113,527.02908937605,1335858,563.17790893761,1506885,635.28035413153,1571691,662.60160202361,1412237,595.3781618887
6403700,高雄市,桃源區,4296,1315,675106,513.38859315589,625064,475.33384030418,680381,517.4,671357,510.53764258555,719561,547.19467680608,660546,502.31634980989
6401000,高雄市,旗津區,28958,10954,5588514,510.18020814314,4941458,451.1099141866,7108374,648.92952346175,8900039,812.49214898667,8229202,751.2508672631,5419484,494.74931531861
6400100,高雄市,鹽埕區,25400,10894,7530394,691.2423352304,6894245,632.84789792546,8908881,817.77868551496,11906830,1092.9713603819,11068229,1015.9931154764,7610769,698.62024967872
6400600,高雄市,新興區,52534,22730,15906042,699.7818741751,15565837,684.81465024197,21172998,931.50013198416,28112332,1236.7941926969,26009480,1144.2798064232,18889984,831.05956885174
6400700,高雄市,前金區,27832,12557,9351911,744.75678904197,9022623,718.53332802421,12514739,996.63446683125,16594048,1321.4978099865,15128785,1204.8088715458,11171306,889.64768654934
6403600,高雄市,茂林區,1915,584,278879,477.53253424658,293955,503.34760273973,295746,506.41438356164,316375,541.73801369863,342214,585.98287671233,320413,548.65239726027
6403500,高雄市,內門區,15178,5063,3299384,651.66581078412,3088136,609.94193166107,3552709,701.70037527158,4063403,802.56824017381,3992397,788.54374876555,3183113,628.70096780565
6403000,高雄市,旗山區,38100,13856,10248392,739.6356812933,9702052,700.20583140878,11418366,824.07375866051,13393940,966.65271362587,13379209,965.58956408776,11195699,808.00368071594
6403400,高雄市,杉林區,12531,4831,2375488,491.71765679983,2211646,457.80293935003,2473447,511.99482508797,2768701,573.11136410681,2875030,595.12109294142,2578125,533.66280273235
6403800,高雄市,那瑪夏區,3204,861,460643,535.00929152149,439661,510.63995354239,477840,554.98257839721,468833,544.52148664344,501173,582.08246225319,481830,559.61672473868
6402700,高雄市,永安區,14148,5806,2614762,450.35514984499,2673641,460.4962108164,2804137,482.97227006545,3556513,612.55821563899,4213431,725.70289355839,3689708,635.49913882191
6400900,高雄市,前鎮區,193952,78093,45956543,588.48479377153,42613441,545.67555350672,59569301,762.79949547335,74975183,960.0755893614,71139037,910.95279986683,49911502,639.12901284366
6402000,高雄市,橋頭區,37198,13185,9666090,733.11262798635,8886024,673.94948805461,10906974,827.22593856655,14161919,1074.0932119833,14129921,1071.6663632916,10364367,786.07258248009
6401300,高雄市,林園區,70476,25394,16216889,638.6110498543,15439185,607.98554776719,18430318,725.77451366465,23350450,919.5262660471,23978547,944.2603370875,19279039,759.19662124911
6403200,高雄市,六龜區,13663,5646,2817705,499.06216790648,2826202,500.56712716968,2995724,530.59227771874,3163268,560.26709174637,3405151,603.10857244067,3191283,565.22901168969
6402800,高雄市,彌陀區,19854,6701,4288897,640.0383524847,4152688,619.71168482316,4535086,676.77749589613,5967338,890.51455006715,6740012,1005.8218176392,5523635,824.30010446202
