town_id,縣市,鄉鎮,人口數,家戶數,1-2月總用水,1-2月家戶用水,3-4月總用水,3-4月家戶用水,5-6月總用水,5-6月家戶用水,7-8月總用水,7-8月家戶用水,9-10月總用水,9-10月家戶用水,11-12月總用水,11-12月家戶用水
6300300,臺北市,大安區,313846,118069,6647306,56.300180402985,6537537,55.37047827965,6393018,54.146456732927,6853387,58.045608923596,7051200,59.721010595499,6929635,58.691400791063
6301200,臺北市,北投區,252290,91268,4581798,50.201582153657,4632264,50.754525134768,4359152,47.762107200771,4649491,50.94327694263,4851591,53.157634658369,4783896,52.41591795591
6300500,臺北市,中正區,161449,63143,4089577,64.766910029615,3891091,61.623473702548,3906073,61.860744658949,4348008,68.859699412445,4530681,71.752704179402,4254510,67.378965205961
6300400,臺北市,中山區,224102,93960,6337272,67.446487867178,6248009,66.496477224351,6019508,64.064580672627,6467292,68.830268199234,6757923,71.92340357599,6555973,69.774084716901
6300800,臺北市,文山區,266442,99098,4503902,45.448969706755,4446024,44.864921592767,4452015,44.925376899635,4716934,47.598680094452,4848341,48.924710892248,4577182,46.188439726332
6300100,臺北市,松山區,209948,78741,4193047,53.25112711294,4126499,52.405976556051,3950870,50.17551212202,4234288,53.77488220876,4467181,56.732591661269,4323937,54.913412326488
6301100,臺北市,士林區,287072,102534,5446990,53.123744318958,5328497,51.968098386877,5254078,51.242300115084,5493835,53.580617161137,5734758,55.930306044824,5423536,52.8950006827
6300600,臺北市,大同區,126640,48508,2422493,49.940071740744,2423959,49.970293559825,2324357,47.916982765729,2454838,50.606868970067,2560814,52.791580770182,2429433,50.083140925208
6300900,臺北市,南港區,116131,42923,2213368,51.566013559164,1984995,46.245486103022,2063591,48.076578990285,2260186,52.656757449386,2342875,54.583207138364,2191797,51.063462479323
6301000,臺北市,內湖區,275652,99593,5050181,50.708192342835,5074173,50.949092807727,5031611,50.521733455163,5426192,54.483668530921,5656649,56.7976564618,5185716,52.069081160323
6300200,臺北市,信義區,226541,86807,4611425,53.122732037739,4484555,51.6612139574,4487108,51.690624028016,4798057,55.272696902324,5063413,58.329547156335,4760639,54.841648714965
