town_id,縣市,鄉鎮,人口數,家戶數,1-2月總用水,1-2月家戶用水,3-4月總用水,3-4月家戶用水,5-6月總用水,5-6月家戶用水,7-8月總用水,7-8月家戶用水,9-10月總用水,9-10月家戶用水,11-12月總用水,11-12月家戶用水
6601700,臺中市,潭子區,105165,34709,1618382,46.62715722147,1587522,45.738050649687,1575409,45.389063355326,1607690,46.319110317209,1702347,49.046270419776,1717782,49.490967760523
6602900,臺中市,和平區,10825,4414,25947,5.8783416402356,23915,5.4179882193022,25431,5.7614408699592,14837,3.3613502492071,31902,7.2274580879021,47018,10.652016311735
6601000,臺中市,東勢區,51485,17241,541992,31.436227597007,535315,31.048953076968,527913,30.619627631808,535279,31.046865031031,566464,32.855634823966,562783,32.642132126907
6602200,臺中市,大安區,19654,5355,37893,7.0761904761905,40274,7.5208216619981,37790,7.0569561157796,40533,7.56918767507,42114,7.8644257703081,44046,8.2252100840336
6602000,臺中市,石岡區,15405,4899,140374,28.653602776077,145069,29.611961624821,137217,28.009185548071,140685,28.717085119412,145703,29.741375790978,155681,31.778117983262
6602400,臺中市,大肚區,56364,16677,599537,35.949931042753,611266,36.653234994304,592529,35.529711578821,612010,36.697847334653,637245,38.211009174312,669639,40.153444864184
6601900,臺中市,新社區,25242,7476,210052,28.096843231675,215886,28.8772070626,202711,27.114901016586,209793,28.062199036918,229245,30.664125200642,240100,32.116104868914
6601100,臺中市,大甲區,77607,22522,880236,39.083385134535,905715,40.214678980552,850620,37.768404226978,883664,39.235591865731,935847,41.552570819643,1002886,44.529171476778
6600900,臺中市,豐原區,166458,52173,2480122,47.536503555479,2446237,46.887029689686,2402878,46.0559676461,2464060,47.228643167922,2586368,49.572920859448,2633420,50.47476664175
6602500,臺中市,龍井區,76164,22033,1029928,46.744791903055,1009324,45.80964916262,962385,43.679253846503,1000767,45.421277175146,1041514,47.270639495303,1104909,50.147914491899
6601500,臺中市,后里區,54106,15439,782407,50.677310706652,814843,52.778223978237,783259,50.732495627955,819212,53.061208627502,854017,55.315564479565,840559,54.443875898698
6601200,臺中市,清水區,85957,26032,830825,31.915527043639,843116,32.387676705593,799534,30.713506453596,828414,31.82291026429,863107,33.15561616472,846556,32.519821757837
6600300,臺中市,南　區,120128,45952,2195797,47.784579561281,2179447,47.428773502786,2160082,47.007355501393,2200390,47.884531685237,2254323,49.058212917827,2381897,51.834457694986
6602100,臺中市,外埔區,31800,9291,287014,30.891615541922,261729,28.170164675492,278483,29.973415132924,274342,29.527714993004,302997,32.611882466903,292595,31.492304380583
6600100,臺中市,中　區,19323,7848,324314,41.324413863405,303895,38.722604485219,289106,36.838175331295,321416,40.955147808359,345103,43.973369011213,327271,41.70119775739
6602600,臺中市,霧峰區,64496,19562,809033,41.357376546365,748970,38.286984970862,765217,39.117523770576,763759,39.04299151416,751310,38.406604641652,832025,42.532716491156
6600500,臺中市,北　區,147471,58247,3016845,51.793997974145,2897394,49.74323141106,2804577,48.149724449328,2912963,50.010524147166,2962001,50.852421583944,3076754,52.82253163253
6601800,臺中市,大雅區,92628,27921,1361759,48.771856308871,1329896,47.630672253859,1305126,46.743526377995,1348368,48.292253142796,1435216,51.402743454747,1454983,52.110705203968
6600700,臺中市,南屯區,161906,58370,2987551,51.182987836217,2922224,50.063799897207,2836696,48.598526640397,2968808,50.861881103306,3072069,52.630957683742,3199528,54.814596539318
6600200,臺中市,東　區,74922,27086,1171308,43.244037510153,1158076,42.755519456546,1087734,40.158532082995,1159704,42.81562430776,1241348,45.829875212287,1207434,44.577789263826
6600800,臺中市,北屯區,259742,91950,4248971,46.209581294182,4089346,44.473583469277,4060720,44.162262098967,4182317,45.484687330071,4353962,47.351408374116,4447159,48.364970092442
6602700,臺中市,太平區,181537,59914,2276185,37.990870247355,2219693,37.047985445806,2175862,36.31642020229,2227535,37.178873051374,2355736,39.31862336015,2385831,39.820926661548
6602300,臺中市,烏日區,71520,22635,1026858,45.365937707091,1032397,45.610647227745,1001092,44.227612105147,1056498,46.675414181577,1131769,50.000839407996,1123078,49.616876518666
6601400,臺中市,梧棲區,56643,16839,916307,54.41576103094,894194,53.102559534414,868387,51.569986341232,883776,52.483876714769,875701,52.004335174298,859966,51.069897262308
6602800,臺中市,大里區,206318,66583,2537722,38.113662646622,2505472,37.629304777496,2440643,36.655647838037,2496678,37.497229022423,2622316,39.384167129748,2639261,39.638661520208
6601600,臺中市,神岡區,64956,18694,1077661,57.647426981919,1034733,55.351075211298,971757,51.982293784102,1013782,54.230341285974,1106013,59.16406333583,1080292,57.788167326415
6601300,臺中市,沙鹿區,87742,27099,1202269,44.365806856342,1129588,41.683752167977,1136554,41.940809623971,1167441,43.08059337983,1223083,45.133879478948,1226428,45.25731576811
6600400,臺中市,西　區,115731,44725,2364974,52.878121855785,2241064,50.107635550587,2266958,50.686595863611,2304715,51.530799329234,2470411,55.23557294578,2481823,55.490732252655
6600600,臺中市,西屯區,218540,80619,4515978,56.016298887359,4201835,52.119661618229,4186676,51.931629020454,4315575,53.530495292673,4606354,57.137324948213,4549872,56.436720872251
6700300,臺南市,白河區,29731,10978,401967,36.615685917289,431291,39.286846420113,373410,34.014392421206,383641,34.946347239934,379638,34.58170887229,412622,37.586263435963
6700900,臺南市,六甲區,22832,7715,320130,41.49449125081,313161,40.591186001296,317335,41.132209980557,319773,41.448217757615,341367,44.247180816591,338961,43.935320803629
6701400,臺南市,西港區,24896,8044,281113,34.946916956738,282635,35.136126305321,266521,33.132894082546,274667,34.145574341124,290931,36.167454002984,286780,35.65141720537
6701600,臺南市,將軍區,20568,7339,180286,24.565472135168,169744,23.129036653495,178188,24.27960212563,172008,23.43752554844,182943,24.927510560022,181148,24.682926829268
6702900,臺南市,關廟區,34865,10889,408399,37.505647901552,373267,34.279272660483,414811,38.094499035724,396722,36.433281293048,426421,39.160712645789,401859,36.905041785288
6702800,臺南市,歸仁區,67504,21963,1043804,47.525565724172,1007067,45.852888949597,994219,45.267905113145,1003804,45.704320903337,1045345,47.595729180895,993935,45.254974274917
6701700,臺南市,北門區,11691,4369,112768,25.8109407187,125349,28.690547035935,109785,25.128175783932,113687,26.021286335546,113005,25.865186541543,131077,30.001602197299
6703300,臺南市,南　區,125691,44706,1731785,38.737194112647,1757357,39.309197870532,1705316,38.145125933879,1767512,39.536348588556,1737232,38.859034581488,1816064,40.622377309533
6702600,臺南市,左鎮區,5181,1998,63387,31.725225225225,72576,36.324324324324,63770,31.916916916917,60602,30.331331331331,57795,28.926426426426,60118,30.089089089089
6703000,臺南市,龍崎區,4292,1573,33351,21.202161474889,35479,22.554990464081,33621,21.373808010172,34686,22.050858232676,32887,20.907183725366,34078,21.664335664336
6701500,臺南市,七股區,23608,8125,257085,31.641230769231,253499,31.199876923077,233942,28.792861538462,246249,30.307569230769,249500,30.707692307692,252746,31.1072
6700200,臺南市,鹽水區,26322,10065,355001,35.270839542971,349174,34.691902632886,325054,32.295479384004,335608,33.344063586687,358374,35.605961251863,336692,33.451763537009
6702200,臺南市,山上區,7500,2688,88817,33.042038690476,92548,34.43005952381,88347,32.8671875,92299,34.337425595238,91582,34.07068452381,91254,33.948660714286
6700600,臺南市,東山區,21920,8282,220949,26.678217821782,237413,28.666143443613,213696,25.802463173147,220156,26.582468002898,239750,28.948321661434,233918,28.244143926588
6702300,臺南市,玉井區,14561,5120,187545,36.6298828125,185118,36.155859375,185438,36.218359375,190633,37.2330078125,200428,39.14609375,195484,38.18046875
6700100,臺南市,新營區,78231,28426,1168220,41.096883135158,1124039,39.542637022444,1121178,39.441989727714,1134270,39.902553999859,1189992,41.862801660452,1197450,42.125167100542
6702500,臺南市,南化區,9001,2863,73945,25.827803003842,72488,25.318896262662,76037,26.558505064618,71881,25.106880894167,74983,26.190359762487,68793,24.028292001397
6700800,臺南市,下營區,25068,9111,304766,33.45033476018,294639,32.338821205137,297207,32.620678300955,296395,32.531555262869,314628,34.532762594666,314975,34.570848424981
6703600,臺南市,安平區,64898,24546,1139055,46.404913224151,1143866,46.600912572313,1134676,46.226513484886,1149252,46.820337325837,1181292,48.125641652408,1235366,50.328607512426
6702400,臺南市,楠西區,10116,3538,114884,32.471452798191,118958,33.622950819672,115896,32.757490107405,118407,33.467213114754,120376,34.023742227247,122486,34.620124364047
6703700,臺南市,中西區,77910,30783,1273050,41.355618360784,1297645,42.154598317253,1279982,41.580807588604,1336481,43.416203748822,1350971,43.886918104148,1835116,59.61459246987
6701300,臺南市,學甲區,26949,9647,336212,34.85145641132,332152,34.430600186587,304448,31.558826578211,321840,33.361666839432,340877,35.335026433088,338603,35.09930548357
6703200,臺南市,東　區,190233,71870,3106473,43.223500765271,3018539,41.999986085989,2865754,39.87413385279,2964654,41.250229581188,3136786,43.645276193126,3032444,42.193460414638
6700700,臺南市,麻豆區,45067,15450,692900,44.847896440129,688999,44.595404530744,650252,42.087508090615,661146,42.792621359223,684696,44.316893203883,680382,44.037669902913
6701200,臺南市,佳里區,59533,20276,786155,38.772686920497,766702,37.81327678043,766441,37.800404419018,761628,37.563030183468,801637,39.536249753403,788703,38.898352732294
6702700,臺南市,仁德區,73099,26526,1324103,49.917175601297,1304566,49.180652944281,1335453,50.345057679258,1342176,50.598507125085,1256069,47.352371258388,1421242,53.579205308
6700400,臺南市,柳營區,21828,7843,362381,46.204386076756,353572,45.081218921331,343758,43.82991202346,358384,45.694759658294,356468,45.450465383144,376270,47.97526456713
6701000,臺南市,官田區,21706,7796,358373,45.968830169318,340016,43.614161108261,325267,41.722293483838,333926,42.832991277578,349994,44.894048229861,352087,45.162519240636
6702000,臺南市,新市區,35482,11516,633692,55.027092740535,635264,55.163598471692,631042,54.796978117402,657669,57.109152483501,650410,56.47881208753,731644,63.532823897187
6701100,臺南市,大內區,10248,3972,142018,35.754783484391,127934,32.208962739174,143335,36.08635448137,137167,34.533484390735,144747,36.441842900302,145675,36.675478348439
6700500,臺南市,後壁區,24589,8887,341508,38.427815910881,310395,34.926859457635,316292,35.590412962755,314812,35.423877573984,368931,41.513559131315,346413,38.97974569596
6703100,臺南市,永康區,228651,81040,3884790,47.93669792695,3739209,46.140288746298,3767205,46.485747778875,3812896,47.049555774926,3877317,47.844484205331,3939197,48.60805774926
6702100,臺南市,安定區,30298,9763,403554,41.335040458875,412061,42.206391478029,371034,38.004097101301,379634,38.884973880979,411672,42.166547167879,389551,39.900747720987
6701800,臺南市,新化區,43782,14203,655367,46.142857142857,610782,43.003731605999,615288,43.320988523551,603533,42.493346476097,643853,45.332183341548,610394,42.976413433782
6703400,臺南市,北　區,132558,49711,2136898,42.986421516365,2207479,44.406248114099,2090692,42.056929049908,2192368,44.102271127115,2225912,44.777051356843,2278157,45.828025990223
6703500,臺南市,安南區,187775,60102,2548120,42.396592459486,2244452,37.344048450967,2497845,41.560097833683,2391591,39.792203254467,2588013,43.060347409404,2479788,41.259658580413
6701900,臺南市,善化區,46100,16290,1154547,70.874585635359,1344971,82.564211172498,1490117,91.474340085942,1499138,92.028115408226,1132220,69.503990178023,1224484,75.167833026397
6402400,高雄市,路竹區,53064,16686,735937,44.105058132566,743362,44.550041951336,727612,43.606136881218,729482,43.718206880019,707540,42.403212273762,787219,47.178413040873
6400900,高雄市,前鎮區,193952,78093,6958031,89.09929186995,2978609,38.141818088689,2906917,37.223784462116,2984279,38.214423828,2965147,37.969433880117,3124521,40.010257001268
6400700,高雄市,前金區,27832,12557,853596,67.977701680338,833466,66.374611770327,807302,64.290993071594,854358,68.038384964562,892783,71.098431153938,836880,66.646491996496
6402700,高雄市,永安區,14148,5806,140353,24.173785738891,122665,21.127282121943,140181,24.144161212539,131614,22.668618670341,141808,24.424388563555,135755,23.381846365828
6401300,高雄市,林園區,70476,25394,810626,31.921950066945,768342,30.256832322596,803488,31.64086004568,798093,31.428408285422,816289,32.1449555013,818030,32.213515003544
6403200,高雄市,六龜區,13663,5646,114147,20.217321997875,114721,20.318986893376,117097,20.739815798796,112048,19.845554374779,118001,20.899929153383,111299,19.712894084307
6402900,高雄市,梓官區,36384,12429,453711,36.504223992276,446680,35.938530855258,444476,35.761203636656,444854,35.791616381044,455959,36.68509131869,462473,37.209188188913
6403700,高雄市,桃源區,4296,1315,3756,2.8562737642586,2911,2.2136882129278,4574,3.4783269961977,4966,3.7764258555133,3618,2.7513307984791,3303,2.5117870722433
6403800,高雄市,那瑪夏區,3204,861,2612,3.0336817653891,2823,3.2787456445993,3267,3.794425087108,2387,2.7723577235772,2303,2.6747967479675,2769,3.2160278745645
6401600,高雄市,大社區,34455,12658,580853,45.888212987834,582928,46.052140938537,578386,45.693316479697,571539,45.152393743087,561551,44.363327539896,604456,47.752883551904
6401800,高雄市,鳥松區,43735,17499,722922,41.312189267958,657967,37.600262872164,721655,41.239785130579,707740,40.444596834105,743325,42.478141608092,727297,41.562203554489
6400100,高雄市,鹽埕區,25400,10894,505493,46.401046447586,457074,41.956489810905,503664,46.233155865614,488010,44.796218101707,524193,48.117587662934,502009,46.081237378373
6402100,高雄市,燕巢區,30397,10340,664091,64.225435203095,648000,62.669245647969,666916,64.498646034816,670041,64.80087040619,652582,63.112379110251,726526,70.263636363636
6402800,高雄市,彌陀區,19854,6701,214037,31.941053574093,217410,32.444411281898,200460,29.914938068945,203852,30.421131174452,210726,31.446948216684,210810,31.459483659155
6402300,高雄市,阿蓮區,29566,9386,384232,40.936714255274,400080,42.625186447901,377947,40.267099936075,390114,41.563392286384,395538,42.141274238227,395980,42.18836565097
6403600,高雄市,茂林區,1915,584,15648,26.794520547945,15794,27.044520547945,15465,26.481164383562,15869,27.172945205479,14094,24.133561643836,15147,25.936643835616
6403100,高雄市,美濃區,41258,14480,289018,19.959806629834,300534,20.755110497238,280850,19.395718232044,275574,19.03135359116,281879,19.466781767956,290309,20.048964088398
6403300,高雄市,甲仙區,6420,2372,49359,20.809021922428,49901,21.037521079258,48525,20.45741989882,48104,20.279932546374,47859,20.176644182125,47459,20.008010118044
6402200,高雄市,田寮區,7680,3405,95417,28.022613803231,83537,24.53362701909,96829,28.437298091043,94599,27.782378854626,120186,35.296916299559,95728,28.113950073421
6403400,高雄市,杉林區,12531,4831,64632,13.378596563858,66772,13.821569033326,62825,13.004553922583,63160,13.073897743738,64363,13.322914510453,65296,13.516042227282
6403500,高雄市,內門區,15178,5063,179526,35.458423859372,173036,34.176575153071,174078,34.382381986964,172051,33.982026466522,162141,32.024688919613,177449,35.048192771084
6401700,高雄市,仁武區,80994,30353,1289367,42.479063025072,1309929,43.156491944783,1250820,41.209106183903,1295547,42.682667281653,1327977,43.751095443613,1350064,44.478766514018
6402600,高雄市,茄萣區,30690,10404,381280,36.647443291042,365196,35.101499423299,352490,33.880238369858,350605,33.699058054594,367451,35.318242983468,356876,34.301806997309
6402000,高雄市,橋頭區,37198,13185,490890,37.230944254835,478361,36.280697762609,481556,36.523018581722,474808,36.011224876754,484097,36.715737580584,483893,36.700265453166
6400600,高雄市,新興區,52534,22730,1108505,48.768367795864,1141551,50.22221733392,1096730,48.250329960405,1155542,50.837747470304,1145789,50.408666959965,1212324,53.335855697316
6401000,高雄市,旗津區,28958,10954,368455,33.636571115574,357695,32.65428154099,349154,31.87456636845,349376,31.89483293774,363007,33.139218550301,377733,34.483567646522
6401100,高雄市,小港區,156171,66012,2087919,31.629385566261,2034450,30.819396473368,2023429,30.652441980246,2022736,30.64194388899,2087852,31.628370599285,2099300,31.801793613282
6403000,高雄市,旗山區,38100,13856,544816,39.319861431871,531400,38.351616628176,511608,36.923210161663,525645,37.936273094688,528853,38.167797344111,545410,39.362730946882
6402500,高雄市,湖內區,29399,10346,476620,46.068045621496,468406,45.274115600232,443594,42.875894065339,458565,44.32292673497,465443,44.987724724531,453287,43.812777885173
6400800,高雄市,苓雅區,175854,72170,3117706,43.199473465429,2953854,40.929111819316,2977618,41.258389912706,3021843,41.871179160316,3192230,44.232090896494,3007014,41.665705972011
6400400,高雄市,楠梓區,178532,66137,2364065,35.744968776933,2254425,34.087197786413,2227559,33.680980389192,2263118,34.218637071533,2348354,35.507416423485,2352435,35.569121671682
6401500,高雄市,大樹區,43190,13296,495869,37.294599879663,811568,61.038507821901,455549,34.262108904934,455264,34.240673886883,461553,34.713673285199,475608,35.770758122744
6401900,高雄市,岡山區,97751,34443,1572009,45.640884940336,1533336,44.518073338559,1489600,43.248265249833,1524275,44.255001016172,1569315,45.562668757077,1590231,46.169932932671
6400200,高雄市,鼓山區,135667,55501,2224163,40.074286949785,1962329,35.356642222663,2166209,39.030089547936,2078713,37.453613448406,2228095,40.145132520135,2112123,38.055584584062
6400300,高雄市,左營區,195643,77053,3601199,46.736648800177,3641838,47.264064994225,3442159,44.672614953344,3619701,46.976769236759,3789238,49.177033989592,3595577,46.663686034288
6400500,高雄市,三民區,347619,134885,5699637,42.255528783779,5679753,42.108114319606,5567027,41.272395003151,5726615,42.455536197502,5681580,42.121659191163,5968265,44.24706231234
6401400,高雄市,大寮區,111191,40902,1503067,36.748007432399,1559659,38.131607256369,1583733,38.720184832038,1535894,37.550584323505,1397268,34.161361302626,1438978,35.181115837856
6401200,高雄市,鳳山區,354093,135440,5079481,37.503551388069,5142657,37.970001476669,4832460,35.679710572947,4985969,36.813120200827,5107114,37.7075753101,5197934,38.378130537507
1000203,宜蘭縣,蘇澳鎮,41018,13976,519231,37.151617057813,469789,33.613981110475,503062,35.99470520893,489757,35.042716084717,560885,40.132012020607,535828,38.339152833429
1000211,宜蘭縣,大同鄉,6127,1884,28765,15.26804670913,26214,13.914012738854,26366,13.994692144374,29938,15.890658174098,33426,17.742038216561,32273,17.130042462845
1000212,宜蘭縣,南澳鄉,6147,1902,55506,29.182965299685,56882,29.906414300736,57305,30.128811777077,62072,32.635120925342,63846,33.567823343849,63907,33.599894847529
1000206,宜蘭縣,壯圍鄉,24492,8439,230054,27.260812892523,229973,27.251214598886,230259,27.285104870245,233892,27.715606114469,252872,29.964687759213,251666,29.821779831734
1000205,宜蘭縣,礁溪鄉,35945,13331,407134,30.54039456905,406892,30.522241392244,380473,28.540469582177,416313,31.228940064511,451460,33.865426449629,456077,34.21176205836
1000210,宜蘭縣,三星鄉,21503,8167,247846,30.347251132607,247286,30.278682502755,247787,30.340026937676,265390,32.49540835068,297717,36.453654952859,278934,34.153789641239
1000207,宜蘭縣,員山鄉,32377,11368,287194,25.263370865588,304562,26.791168191414,269873,23.739707952146,295246,25.971674876847,330132,29.040464461647,310261,27.292487684729
1000202,宜蘭縣,羅東鎮,72533,25819,1141124,44.197064177544,1186645,45.960145629188,1118873,43.335256981293,1166682,45.186955342964,1264875,48.990084821256,1237290,47.921685580387
1000204,宜蘭縣,頭城鎮,29890,10073,185049,18.37079320957,185719,18.437307654125,181666,18.034944902214,213016,21.147225255634,266123,26.419438101856,251253,24.943214533903
1000208,宜蘭縣,冬山鄉,53482,18562,1185729,63.879377222282,1219438,65.695399202672,1172678,63.176274108393,1213909,65.397532593471,1251938,67.446288115505,1237003,66.641687318177
1000209,宜蘭縣,五結鄉,39378,14103,614744,43.589590867191,630509,44.70743813373,579217,41.070481457846,693603,49.181238034461,891017,63.179252641282,650952,46.15698787492
1000201,宜蘭縣,宜蘭市,95885,35248,1490648,42.290285973672,1403451,39.816471856559,1378511,39.108913980935,1335469,37.887795052202,1442284,40.91817975488,1368205,38.816528597367
1000313,桃園縣,復興區,10913,3720,30429,8.1798387096774,27538,7.402688172043,26688,7.1741935483871,20965,5.635752688172,25092,6.7451612903226,24657,6.6282258064516
1000311,桃園縣,新屋區,48058,15532,431870,27.805176409992,428608,27.595158382694,419797,27.027877929436,466588,30.040432655164,481006,30.968709760494,461322,29.701390677311
1000309,桃園縣,龍潭區,116211,39242,1312027,33.434254115489,1271097,32.391238978645,1252425,31.915422251669,1303199,33.209291065695,1386407,35.329672289893,1404656,35.794709749758
1000312,桃園縣,觀音區,63602,20997,675879,32.189312758966,654077,31.150973948659,601711,28.65699861885,650350,30.973472400819,679181,32.346573319998,668273,31.827070533886
1000302,桃園縣,中壢區,381449,138536,6051145,43.679224172778,5754702,41.53939770168,5816472,41.985274585667,6034655,43.560193740255,6408261,46.257009008489,6399195,46.191567534792
1000303,桃園縣,大溪區,91887,30801,1001555,32.516963734944,962020,31.233401512938,943468,30.631083406383,983527,31.93165806305,1055357,34.263725203727,1072092,34.8070517191
1000307,桃園縣,龜山區,141998,54466,2684022,49.278852862336,2662045,48.875353431499,2623939,48.175724305071,2745375,50.405298718467,2845666,52.246649285793,2872937,52.747346968751
1000305,桃園縣,蘆竹區,151354,54073,2718901,50.282044643353,2661292,49.216651563627,2659178,49.177556266529,1705448,31.53973332347,1796385,33.221478371831,1854065,34.288184491336
