town_id,縣市,鄉鎮,人口數,家戶數,1-2月總用電,1-2月家戶用電,3-4月總用電,3-4月家戶用電,5-6月總用電,5-6月家戶用電,7-8月總用電,7-8月家戶用電,9-10月總用電,9-10月家戶用電,11-12月總用電,11-12月家戶用電
6300600,臺北市,大同區,124617,47411,30606304,645.55280420156,28905077,609.67026639387,30653905,646.55681171036,41925342,884.29566978127,56771957,1197.4427242623,37264926,785.99746894181
6301200,臺北市,北投區,249234,89748,52247747,582.16057182333,54006774,601.76019521326,56335754,627.71041137407,87601802,976.08639746847,93528616,1042.1247938673,58960477,656.95588759638
6300100,臺北市,松山區,208430,77915,47622825,611.21510620548,49630588,636.9837386896,52175207,669.64264904062,79041379,1014.4565102997,90427802,1160.5955464288,58546991,751.42130526856
6300700,臺北市,萬華區,189092,74231,40551990,546.29454001697,41216835,555.25097331304,43528873,586.39750239118,64579478,869.97990058062,77802228,1048.1096576902,49401827,665.51477145667
6301100,臺北市,士林區,284588,100914,68574838,679.53740809006,71302936,706.57129833323,74769565,740.92360822086,104320423,1033.7557028757,130413355,1292.3217293933,87164241,863.7477555146
6300500,臺北市,中正區,159551,62267,41232595,662.19016493488,39614114,636.1975685355,42598014,684.11861820868,61857683,993.4264217001,69913751,1122.8058361572,46483239,746.51483129105
6300900,臺北市,南港區,114041,41804,25718337,615.21234810066,23853144,570.59477561956,23949241,572.89352693522,32725999,782.8437230887,43195896,1033.2957611712,28968247,692.95395177495
6300200,臺北市,信義區,225071,85904,61176216,712.14630284969,54846398,638.46151517974,56278734,655.13519742969,83174863,968.23038508102,100559647,1170.6049427268,65724238,765.0893788415
6300800,臺北市,文山區,262331,97199,60337411,620.76164363831,57459071,591.14878753897,58765107,604.58551013899,82689138,850.72004856017,98395087,1012.305548411,65760919,676.55962509902
6300400,臺北市,中山區,220139,91864,62154754,676.59533658452,65970187,718.12883175128,70729752,769.93982408778,101906765,1109.3220957067,127902309,1392.3006727336,84658016,921.55812940869
6301000,臺北市,內湖區,270286,96969,61682799,636.10843671689,60884042,627.87119594922,62549677,645.0481803463,92783225,956.83388505605,108537020,1119.2960636905,71041536,732.6211057142
6300300,臺北市,大安區,311586,116912,82311862,704.04972971124,81245213,694.92620945669,85591047,732.09804810456,130991878,1120.4314185028,146357388,1251.8594156288,94415219,807.57509066648
1000127,臺北縣,金山鄉,22378,6693,4407940,658.58957119378,5019954,750.03047960556,4991442,745.77050649933,6328091,945.47900791872,7783889,1162.9895413118,5428366,811.05124757209
1000108,臺北縣,鶯歌鎮,86829,27448,23722181,864.25899883416,20222616,736.76100262314,19968840,727.51530166132,25785528,939.43194403964,32037407,1167.2036942582,22314610,812.97763042845
1000109,臺北縣,三峽鎮,103462,35525,24708239,695.51693173821,25832473,727.16320900774,26063434,733.66457424349,33423461,940.84337790289,40033246,1126.9034764251,28892402,813.29773399015
1000115,臺北縣,五股鄉,79966,27349,10320698,377.37021463308,19220546,702.787889868,20232842,739.80189403635,31117384,1137.7887308494,32885100,1202.424220264,20716439,757.48433215108
1000116,臺北縣,泰山鄉,76484,26135,27562023,1054.601989669,19134139,732.12699445188,19366145,741.00420891525,24966961,955.30748039028,35749732,1367.8872010714,24745987,946.8523818634
1000120,臺北縣,坪林鄉,6535,2435,1304236,535.6205338809,1140791,468.49733059548,1352077,555.26776180698,1396288,573.42422997947,1566076,643.1523613963,1365804,560.90513347023
1000119,臺北縣,石碇鄉,7971,3318,1742949,525.30108499096,2067645,623.16003616637,2066696,622.87402049427,2352663,709.06057866184,2284372,688.47860156721,2001797,603.31434599156
1000126,臺北縣,貢寮鄉,13770,4385,2680091,611.19521094641,3190052,727.49190421893,3342111,762.16898517674,4104646,936.06522234892,4754541,1084.2738882554,3425168,781.11014823261
1000122,臺北縣,石門鄉,12696,4060,2224502,547.90689655172,2410112,593.6236453202,2386202,587.73448275862,3305059,814.0539408867,3157184,777.6315270936,2341020,576.60591133005
1000125,臺北縣,雙溪鄉,9728,3819,1760509,460.98690756743,2004766,524.94527363184,1991448,521.45797329144,2574138,674.034564022,2590072,678.20686043467,2039564,534.05708300602
1000124,臺北縣,平溪鄉,5343,2393,939572,392.63351441705,991621,414.38403677392,986237,412.1341412453,1129631,472.05641454242,1164089,486.45591307982,992042,414.55996656916
1000129,臺北縣,烏來鄉,5811,1689,1707032,1010.6761397276,1140597,675.30905861456,1153933,683.20485494375,1262532,747.5026642984,1460735,864.85198342214,1240193,734.27649496744
1000128,臺北縣,萬里鄉,22003,7020,4861519,692.52407407407,4631200,659.7150997151,4461718,635.57236467236,5736952,817.22962962963,6519738,928.73760683761,4817067,686.19188034188
1000112,臺北縣,瑞芳鎮,42437,15848,8703217,549.16816002019,9646164,608.66759212519,9476686,597.9736244321,12789190,806.99078748107,13775147,869.20412670369,9973953,629.35089601212
1000121,臺北縣,三芝鄉,23265,8843,6727975,760.8249462852,6925488,783.16046590524,6624863,749.16465000565,8518562,963.31131968789,9124207,1031.7999547665,6827538,772.08390817596
1000118,臺北縣,深坑鄉,23250,8789,7167677,815.52816020025,7021275,798.87074752532,7059126,803.17738081693,8736187,993.99101149164,10670771,1214.1052451929,7970217,906.84002730686
1000123,臺北縣,八里鄉,34784,12253,9585771,782.32032971517,9997499,815.92254957969,10076730,822.38880274219,14466367,1180.638782339,16522548,1348.4491961152,10916428,890.91879539705
1000102,臺北縣,三重市,389962,140171,90755489,647.46266346106,96006237,684.92225210636,102778475,733.2363684357,159379738,1137.037889435,180047496,1284.4846366224,112877807,805.28645012164
1000104,臺北縣,永和市,234550,89521,66676141,744.81005574111,57754792,645.15356173412,59457571,664.17456239318,84449869,943.35261000212,105856920,1182.4814289385,69784653,779.53388590387
1000114,臺北縣,蘆洲市,197795,65438,53193410,812.88257587335,46234682,706.54179528714,47928900,732.43222592378,67885886,1037.4077141722,91241236,1394.3157798221,59058898,902.51685564962
1000113,臺北縣,土城市,238485,81998,49819062,607.56435522818,52052702,634.80453181785,54356844,662.90450986609,79008931,963.54704992805,92045784,1122.5369399254,59509275,725.74056684309
1000105,臺北縣,新莊市,402234,136738,82559597,603.77946876508,90809298,664.11164416622,97094783,710.07900510465,146240187,1069.4919261654,170558857,1247.3405856455,108301658,792.03775102751
1000103,臺北縣,中和市,414407,155411,90671157,583.42818075941,103154416,663.75234700246,107447600,691.37705825199,162061101,1042.790413806,179290979,1153.6569419153,115292696,741.85672828822
1000101,臺北縣,板橋市,554608,194531,139691241,718.09244284973,128608092,661.11875228113,134393204,690.85751885304,191578595,984.82295880862,243565382,1252.0646169505,159772603,821.32206691993
1000111,臺北縣,汐止市,189635,79289,55498891,699.95700538536,58576718,738.77483635813,57968281,731.10117418557,81735931,1030.860913872,93364095,1177.5163641867,63821643,804.92430223612
1000106,臺北縣,新店市,296434,116463,81195846,697.18147394451,81869485,702.96561998231,81634563,700.94848149198,109836385,943.10111365842,132043236,1133.778418897,92550901,794.68072263294
1000117,臺北縣,林口鄉,83196,30564,21332107,697.94879596911,27130574,887.66437639052,25101219,821.26747153514,29448898,963.51583562361,34884510,1141.3594424814,27017058,883.95033372595
1000107,臺北縣,樹林市,176112,59716,32572195,545.45172148168,38004515,636.42097595284,39518560,661.77506865832,56234136,941.69294661397,66661075,1116.301744926,44188349,739.97503181727
1000110,臺北縣,淡水鎮,143508,57470,48405061,842.26659126501,49852568,867.45376718288,50866798,885.10175743866,64794644,1127.4516095354,80323371,1397.6574038629,57966935,1008.6468592309
1001905,臺中市,北　區,147661,55819,45480872,814.79195256096,41883722,750.34884179222,46262232,828.79005356599,61992842,1110.6046686612,65445460,1172.4584818789,48134469,862.33126713126
1001908,臺中市,北屯區,246912,83630,42894049,512.9026545498,62639932,749.0126987923,66836967,799.19845749133,89800822,1073.7871816334,92493621,1105.9861413368,68282561,816.48404878632
1001904,臺中市,西　區,117376,43293,41382317,955.86623703601,32697510,755.26089668076,35040703,809.38495830735,47353036,1093.7804263969,58543061,1352.2523502645,44699463,1032.4870764327
1001901,臺中市,中　區,22469,8370,3549297,424.04982078853,6373591,761.48040621266,7125329,851.29378733572,9370957,1119.5886499403,9760733,1166.156869773,7515508,897.91015531661
1001907,臺中市,南屯區,153795,53237,39257255,737.40546987997,41691124,783.12309108327,45498203,854.63499070196,63887604,1200.0601837068,68262745,1282.2425193005,48563550,912.21424948814
1001906,臺中市,西屯區,206553,73080,67520511,923.92598522167,64443675,881.8236863711,68931280,943.23043240285,91534380,1252.5229885057,104016329,1423.3214148878,77552891,1061.2054050356
1001903,臺中市,南　區,113659,42142,34242523,812.55097052821,29971851,711.21092971382,32559677,772.61821935361,43419216,1030.3074367614,50680439,1202.6111480233,40150113,952.73392340183
1001902,臺中市,東　區,73964,25837,16938012,655.57193172582,18243033,706.08170453226,19943106,771.88164260557,25926332,1003.4575221581,28616317,1107.5711963463,22073312,854.32952742191
1002108,臺南市,中西區,79271,30184,20171896,668.29764113438,23997343,795.03521733369,26973375,893.63155976676,58670050,1943.7466869865,62230612,2061.708587331,47966405,1589.1334813146
1002107,臺南市,安平區,62606,23178,19851545,856.48222452325,17666575,762.21308999914,19041036,821.51333160756,25931649,1118.8044266114,30619373,1321.0532832859,23021896,993.26499266546
1002102,臺南市,南　區,126179,43334,26510550,611.77251119214,30956012,714.35851756127,34459086,795.19744311626,22369023,516.20028153413,23472955,541.67524345779,17899267,413.05365302072
1002106,臺南市,安南區,178132,54518,43841640,804.16816464287,42841005,785.81395135552,46314478,849.52635826699,60148766,1103.2826956235,64875285,1189.9791811879,50598591,928.10798268462
1002104,臺南市,北　區,131912,48173,33472998,694.8497706184,36200695,751.47271293048,40269448,835.93398791854,53692411,1114.5747825545,55155944,1144.9555560169,42331230,878.73352292778
