town_id,縣市,鄉鎮,人口數,家戶數,1-2月總用水,1-2月家戶用水,3-4月總用水,3-4月家戶用水,5-6月總用水,5-6月家戶用水,7-8月總用水,7-8月家戶用水,9-10月總用水,9-10月家戶用水,11-12月總用水,11-12月家戶用水
6300200,臺北市,信義區,225071,85904,4618175,53.759720152729,4411776,51.357049729931,4227205,49.208476904451,4681509,54.496985006519,4858466,56.556924008195,4608960,53.65244924567
6300100,臺北市,松山區,208430,77915,4365294,56.026362061221,4110989,52.762484759032,3876329,49.750741192325,4273971,54.854277096836,4482214,57.526971699929,4420656,56.736905602259
6301000,臺北市,內湖區,270286,96969,5194280,53.566397508482,4947497,51.021429529025,4840043,49.913302189359,5317644,54.838597902422,5586833,57.614629417649,5236691,54.003764089554
6300700,臺北市,萬華區,189092,74231,3577807,48.198286430198,3438792,46.32555131953,3270291,44.055596718352,3568588,48.074093033908,3747901,50.489701068287,3540777,47.699438240088
6300900,臺北市,南港區,114041,41804,2231840,53.388192517462,2268891,54.274495263611,2134647,51.063223614965,2320690,55.513587216534,2421336,57.921155870252,2179850,52.144531623768
6300600,臺北市,大同區,124617,47411,2588170,54.590074033452,2420089,51.044884098627,2280051,48.091181371412,2514848,53.043555293075,2617769,55.214380628968,2600623,54.852734597456
6300400,臺北市,中山區,220139,91864,6561893,71.430516850997,6183869,67.315477227205,5824603,63.404630758513,6537810,71.168357572063,6898492,75.09461813115,6777615,73.778792562919
6301100,臺北市,士林區,284588,100914,5721459,56.696385040728,5488991,54.392760172028,5274206,52.264363715639,5724109,56.722645024476,5864488,58.113720593773,5728336,56.764532175912
6300500,臺北市,中正區,159551,62267,4570712,73.405046011531,4461823,71.656302696452,4272177,68.610612362889,4856766,77.999036407728,5011380,80.482117333419,4767262,76.561613695858
6300800,臺北市,文山區,262331,97199,4936718,50.789802364222,4501401,46.311186329077,4429849,45.575047068385,4783790,49.216452844165,4833753,49.730480766263,4740407,48.770121091781
6300300,臺北市,大安區,311586,116912,7238738,61.916124948679,6695602,57.270442726153,6334181,54.179049199398,6939023,59.352530108116,7130235,60.988050841659,7190776,61.505884768031
6301200,臺北市,北投區,249234,89748,5082084,56.626153229041,4788396,53.353790613718,4450247,49.586029772251,4814835,53.648382136649,5014692,55.875250701966,5014606,55.874292463342
1000106,臺北縣,新店市,296434,116463,5323992,45.714020761959,5416259,46.506263791934,5040036,43.275855851215,5569008,47.817830555627,5777588,49.608785622902,5357747,46.003855301684
1000129,臺北縣,烏來鄉,5811,1689,20851,12.345174659562,21359,12.645944345767,22225,13.158673771462,18483,10.943161634103,21095,12.48963883955,29602,17.526346950858
1000122,臺北縣,石門鄉,12696,4060,37224,9.1684729064039,31427,7.7406403940887,36849,9.0761083743842,37159,9.1524630541872,41793,10.293842364532,42013,10.34802955665
1000120,臺北縣,坪林鄉,6535,2435,7696,3.1605749486653,8829,3.6258726899384,8841,3.6308008213552,9468,3.888295687885,15093,6.1983572895277,8604,3.5334702258727
1000125,臺北縣,雙溪鄉,9728,3819,29207,7.6478135637601,29333,7.6808064938466,26140,6.8447237496727,21142,5.5360041895784,33128,8.6745221262111,30344,7.9455354804923
1000124,臺北縣,平溪鄉,5343,2393,15497,6.475971583786,15504,6.4788967822817,18699,7.8140409527789,15573,6.5077308817384,19497,8.1475135812787,17280,7.2210614291684
1000126,臺北縣,貢寮鄉,13770,4385,197016,44.929532497149,224158,51.119270239453,224399,51.174230330673,191142,43.589965792474,254066,57.939794754846,240665,54.883694412771
1000128,臺北縣,萬里鄉,22003,7020,156329,22.269088319088,148792,21.195441595442,167565,23.869658119658,137410,19.574074074074,190459,27.130911680912,169670,24.169515669516
1000119,臺北縣,石碇鄉,7971,3318,48467,14.607293550332,39923,12.032248342375,43430,13.089210367691,46769,14.095539481615,49241,14.840566606389,46502,14.015069318867
1000104,臺北縣,永和市,234550,89521,4245530,47.424961740821,4066824,45.4287150501,3701038,41.342679371321,3994512,44.620949274472,4114019,45.955909786531,4192889,46.836932116487
1000127,臺北縣,金山鄉,22378,6693,197260,29.472583295981,169297,25.294636187061,202635,30.275661138503,170587,25.487374869266,194275,29.026594949948,215268,32.163155535634
1000116,臺北縣,泰山鄉,76484,26135,1282331,49.065659077865,1280229,48.985230533767,1203856,46.062980677253,1275814,48.816299980869,1382972,52.916472163765,1284737,49.157719533193
1000102,臺北縣,三重市,389962,140171,7241451,51.661549107875,6982574,49.814683493733,6618256,47.215586676274,7205170,51.402715254939,7518484,53.637942227708,7244727,51.684920561314
1000118,臺北縣,深坑鄉,23250,8789,506206,57.59540334509,476947,54.266355671863,466500,53.077710774832,501161,57.021390374332,529003,60.189213789965,520816,59.25770849926
1000121,臺北縣,三芝鄉,23265,8843,277709,31.40438765125,229588,25.96268234762,247646,28.004749519394,247641,28.004184100418,279722,31.63202533077,303144,34.280673979419
1000112,臺北縣,瑞芳鎮,42437,15848,419199,26.451224129228,390310,24.62834427057,402353,25.388250883392,365855,23.085247349823,424808,26.80514891469,414710,26.167970721858
1000123,臺北縣,八里鄉,34784,12253,687969,56.146984411981,691929,56.470170570473,637238,52.006692238635,696570,56.848934954705,818048,66.763078429772,731361,59.688321227455
1000108,臺北縣,鶯歌鎮,86829,27448,1131480,41.22267560478,1076994,39.237612940834,1086640,39.58904109589,1108291,40.377841737103,1198096,43.649664820752,1134285,41.324868842903
1000109,臺北縣,三峽鎮,103462,35525,1399460,39.39366643209,1308785,36.841238564391,1323134,37.2451513019,1365227,38.430035186488,1451627,40.862125263899,1425234,40.119183673469
1000103,臺北縣,中和市,414407,155411,8147231,52.423773091995,7826535,50.360238335768,7350437,47.296761490499,8046947,51.778490583035,8410252,54.116195121323,8294002,53.368178571658
1000111,臺北縣,汐止市,189635,79289,3626695,45.740203559132,3464143,43.690083113673,3425149,43.198287278185,3545870,44.720831388969,3747562,47.264589035049,3728541,47.024694472121
1000117,臺北縣,林口鄉,83196,30564,1229723,40.234360685774,1184687,38.760862452559,1214446,39.734524276927,1185339,38.782194738909,1338040,43.778301269467,1304433,42.678739693757
1000115,臺北縣,五股鄉,79966,27349,1423571,52.052031152876,1301327,47.582251636257,1321244,48.310504954477,1361822,49.794215510622,1428739,52.24099601448,1486302,54.345753043987
1000110,臺北縣,淡水鎮,143508,57470,2820570,49.07899773795,2591252,45.088776753089,2650800,46.124934748564,2761053,48.043379154341,2901072,50.479763354794,2872889,49.989368366104
1000113,臺北縣,土城市,238485,81998,3655178,44.576428693383,3510085,42.80695870631,3450180,42.076392107125,3571082,43.550842703481,3777817,46.072062733237,3757618,45.825727456767
1000107,臺北縣,樹林市,176112,59716,2702920,45.2629111126,2594112,43.440819880769,2620950,43.890247169938,2675206,44.798814388104,2871083,48.078957063434,2831695,47.419368343493
1000114,臺北縣,蘆洲市,197795,65438,3038885,46.439148506984,2893127,44.211727131025,2853389,43.604465295394,2951631,45.105764234848,3114889,47.600614321954,3104749,47.445658485895
1000105,臺北縣,新莊市,402234,136738,6816712,49.852359987714,6503125,47.559017975983,6455143,47.208113326215,6700674,49.003744387076,7098088,51.910134710176,6976226,51.018926706548
1000101,臺北縣,板橋市,554608,194531,8698069,44.713022603081,8402867,43.195516395844,8376910,43.062082650066,8651574,44.474011854152,9107728,46.818902899795,9346596,48.046820301135
1001901,臺中市,中　區,22469,8370,294921,35.235483870968,255095,30.477299880526,267368,31.943608124253,274685,32.81780167264,290355,34.689964157706,292094,34.897729988053
1001903,臺中市,南　區,113659,42142,2092805,49.660789710977,2019737,47.926937497034,1889136,44.827867685444,2048491,48.609249679655,2051698,48.685349532533,2076923,49.283921028902
1001907,臺中市,南屯區,153795,53237,2789408,52.396040347878,2736582,51.40376054248,2611553,49.055224749704,2775514,52.135056445705,2888993,54.266637864643,2850325,53.540300918534
1001902,臺中市,東　區,73964,25837,1079726,41.78991368967,983549,38.067461392577,1048966,40.59937299222,1022690,39.582381855479,1069118,41.379339706622,1079228,41.770639006077
1001908,臺中市,北屯區,246912,83630,3826115,45.750508190841,3756230,44.914863087409,3518398,42.071003228507,3750378,44.844888198015,3830247,45.799916297979,3804580,45.493004902547
1001904,臺中市,西　區,117376,43293,2122394,49.023953064006,1975492,45.630748619869,1950621,45.056267756912,2027241,46.826068879496,2105687,48.638047721341,2105477,48.633197052641
1001905,臺中市,北　區,147661,55819,2756580,49.384259839839,2601347,46.603253372508,2576569,46.159354341712,2667239,47.783711639406,2689484,48.182231856536,2686745,48.13316254322
1001906,臺中市,西屯區,206553,73080,4048161,55.39355500821,3723946,50.957115489874,3735889,51.120539135194,3854179,52.739176245211,4003649,54.784469074986,3982703,54.497851669403
1002107,臺南市,安平區,62606,23178,1074783,46.37082578307,1101571,47.526576926396,1016395,43.851712831133,1049168,45.265682975235,1116891,48.187548537406,1069940,46.161877642592
1002108,臺南市,中西區,79271,30184,1464343,48.513881526637,1460947,48.401371587596,1380894,45.749204876756,1464079,48.505135170951,1530702,50.712364166446,1457095,48.273754306918
1002102,臺南市,南　區,126179,43334,1779267,41.0593760096,1786966,41.237042507038,1677842,38.718835094845,1727311,39.860409839849,1832795,42.29461854433,1747281,40.321248903863
1002104,臺南市,北　區,131912,48173,2055415,42.667365536711,2021973,41.973159238578,1945311,40.38176987109,1995247,41.418367135117,2097788,43.54696614286,2054881,42.656280489071
1002106,臺南市,安南區,178132,54518,2668775,48.952180931069,2409917,44.204061044059,2549514,46.764628196192,2558899,46.936773175832,2540184,46.593492057669,2656229,48.722055101068
1002101,臺南市,東　區,194186,70833,2946867,41.603024014231,2684635,37.900907768978,2796594,39.481512854178,2756918,38.921378453546,2764551,39.029138960654,2908332,41.058997924696
6400900,高雄市,前鎮區,199114,76498,2964865,38.757418494601,2974987,38.889735679364,2869139,37.506065518053,2928714,38.28484404821,3026668,39.565321969202,2987953,39.059230306675
