town_id,縣市,鄉鎮,人口數,家戶數,1-2月總用水,1-2月家戶用水,3-4月總用水,3-4月家戶用水,5-6月總用水,5-6月家戶用水,7-8月總用水,7-8月家戶用水,9-10月總用水,9-10月家戶用水,11-12月總用水,11-12月家戶用水
6300400,臺北市,中山區,226659,96025,6151779,64.064347826087,6106042,63.588044780005,6122281,63.757156990367,6377805,66.41817235095,6869389,71.53750585785,6566999,68.388430096329
6300100,臺北市,松山區,210905,79619,4063652,51.038721913111,4155050,52.186663987239,3996540,50.195807533378,4118998,51.733857496326,4469253,56.13299589294,4304365,54.062032931838
6300300,臺北市,大安區,313426,118969,6620949,55.652724659365,6554022,55.090166345855,6535616,54.935453773672,6673951,56.09823567484,7132655,59.953895552623,6860034,57.662365826392
6300600,臺北市,大同區,128809,49850,2424439,48.634684052156,2342057,46.982086258776,2344236,47.025797392177,2450049,49.148425275827,2575555,51.666098294885,2466805,49.484553660983
6301100,臺北市,士林區,288894,104022,5489968,52.776989482994,5139260,49.405510372806,5265175,50.615975466728,5425874,52.160831362596,5494851,52.823931476034,5490730,52.784314856473
6301200,臺北市,北投區,254192,92753,4590873,49.495682080364,4657838,50.217653337358,4485586,48.360548984938,4575179,49.326480006038,4948946,53.356182549352,4735989,51.060224467133
6300900,臺北市,南港區,118490,44251,2195255,49.609161374884,2024437,45.74895482588,2075469,46.902194300694,2285067,51.638765225645,2231279,50.423244672437,2267329,51.237915527333
6300700,臺北市,萬華區,192628,76572,3600247,47.017800240297,3320980,43.370683800867,3394981,44.337107558899,3579405,46.745611973045,3666143,47.878375907642,3614464,47.203468630831
6301000,臺北市,內湖區,280025,102207,5376051,52.599636032757,4797941,46.943369827898,5088144,49.782735037718,5418132,53.011359300244,5524608,54.053127476592,5356829,52.411566722436
6300200,臺北市,信義區,227734,88021,4652155,52.852785130821,4515663,51.302109723816,4584720,52.086661137683,4783056,54.339941604844,4981322,56.592426807239,4835456,54.935254087093
6300500,臺北市,中正區,162154,63952,4141619,64.761367900926,3880396,60.676695021266,3933983,61.514620340255,4303983,67.300209532149,4393445,68.699102451839,4288954,67.065205153865
