town_id,縣市,鄉鎮,人口數,家戶數,1-2月總用電,1-2月家戶用電,3-4月總用電,3-4月家戶用電,5-6月總用電,5-6月家戶用電,7-8月總用電,7-8月家戶用電,9-10月總用電,9-10月家戶用電,11-12月總用電,11-12月家戶用電
6300300,臺北市,大安區,313426,118969,85128553,715.55239600232,87183199,732.82282779548,88703015,745.59771873345,124831037,1049.2736511192,131187153,1102.7003084837,82586709,694.18679656045
6301100,臺北市,士林區,288894,104022,74774427,718.83281421238,77256470,742.69356482283,76674705,737.10085366557,105192224,1011.2497740863,115896801,1114.1566303282,76644321,736.80876160812
6300100,臺北市,松山區,210905,79619,50397537,632.9837978372,51716782,649.55327246009,54040557,678.73945917432,76663131,962.87482887251,79154233,994.16261193936,51672446,648.9964204524
6300500,臺北市,中正區,162154,63952,41260450,645.1784150613,42166762,659.35016887666,43712444,683.51957718289,59989470,938.0389979985,62877074,983.19167500625,42008670,656.87812734551
6301200,臺北市,北投區,254192,92753,54845646,591.30859379211,55750948,601.06894655698,58776000,633.68300755771,83561598,900.90453138982,80211005,864.78070790163,53678469,578.72488221405
6300700,臺北市,萬華區,192628,76572,42730586,558.04453324975,43513899,568.2742908635,44304288,578.59645823539,63702791,831.93322624458,68808253,898.60853836912,44994354,587.60844695189
6300800,臺北市,文山區,269310,100822,60906651,604.10080141239,63333275,628.16919918272,60619752,601.25520223761,81218973,805.56796135764,87269791,865.58281922596,58861374,583.81478248795
6300600,臺北市,大同區,128809,49850,29657611,594.93703109328,31406069,630.01141424273,31773481,637.38176529589,44112465,884.90401203611,50762079,1018.2964694082,33246457,666.92992978937
6300200,臺北市,信義區,227734,88021,57818820,656.87529112371,58956313,669.79826405062,58378051,663.2286727031,80105232,910.06955158428,89849753,1020.776326104,57883691,657.61228570455
6300900,臺北市,南港區,118490,44251,25147325,568.28828727034,26937278,608.73828840026,25152121,568.39666900183,33094904,747.89053354726,39629821,895.56893629522,25732725,581.51736683917
6301000,臺北市,內湖區,280025,102207,66936204,654.90821567994,67685956,662.24383848464,66119580,646.91831283572,92354817,903.60559452875,98104648,959.86231862788,64712014,633.14659465594
6300400,臺北市,中山區,226659,96025,68585577,714.24709190315,72684463,756.93270502473,74821954,779.19243946889,105184775,1095.3894819058,116926455,1217.6668055194,75596083,787.2541838063
6500500,新北市,新莊區,407012,142061,93949924,661.33508844792,97418818,685.75342986464,101075405,711.49298540768,144998446,1020.6773569101,153080101,1077.5659822189,97302486,684.9345422037
6500400,新北市,永和區,230768,90478,58415787,645.63525940008,61551496,680.292402573,60658378,670.42129578461,83199921,919.55968301687,94447800,1043.8758593249,60618605,669.98170826057
6500300,新北市,中和區,416499,159724,108238566,677.66000100173,108236945,677.64985224512,110647991,692.7449287521,158934188,995.05514512534,157331331,985.01997821242,104465115,654.03517943452
6500200,新北市,三重區,390090,144286,99730518,691.20024118764,102140832,707.90535464286,108282482,750.47116144324,157835862,1093.9097486936,159882870,1108.0969047586,103476960,717.16562937499
6501300,新北市,土城區,239717,84453,53252866,630.56215883391,55379105,655.73875409991,55600097,658.3554995086,78004748,923.64685683161,80688998,955.43080766817,53362287,631.85780256474
