town_id,縣市,鄉鎮,人口數,家戶數,1-2月總用水,1-2月家戶用水,3-4月總用水,3-4月家戶用水,5-6月總用水,5-6月家戶用水,7-8月總用水,7-8月家戶用水,9-10月總用水,9-10月家戶用水,11-12月總用水,11-12月家戶用水
6301200,臺北市,北投區,255444,93818,4599635,49.027212262039,4571905,48.731639983798,4251088,45.312072310218,4430609,47.225575049564,4544448,48.438977594918,4661158,49.682981943763
6300500,臺北市,中正區,163140,64589,4014573,62.155676663209,4048380,62.679093963368,3880961,60.087027202774,4141015,64.113316509003,4300507,66.582653392993,4241466,65.668550372354
6301100,臺北市,士林區,289742,104767,5305112,50.637242643199,5293738,50.528677923392,5110385,48.778575314746,5289509,50.488312159363,5444447,51.967193868298,5525780,52.743516565331
6300600,臺北市,大同區,129820,50568,2431275,48.079318936877,2483613,49.114321309919,2298726,45.458115804461,2391888,47.300427147603,2456241,48.573030374941,2484336,49.128618889416
6300700,臺北市,萬華區,193480,77218,3534437,45.772190421922,3579862,46.360459996374,3396679,43.988176331943,3577343,46.327838068844,3691069,47.800629386931,3628784,46.994016939056
6300800,臺北市,文山區,271341,101903,4809721,47.19901278667,4538689,44.539306988018,4541257,44.564507423726,4587235,45.015701206049,4705274,46.174047869052,4746402,46.577647370539
6300900,臺北市,南港區,119752,45045,2135326,47.404284604285,2205433,48.960661560662,2066553,45.877522477522,2250512,49.961416361416,2285036,50.72784992785,2303325,51.133866133866
6300100,臺北市,松山區,210343,79801,4095019,51.315384518991,4207014,52.718813047456,3944707,49.431799100262,4079373,51.11932181301,4235935,53.081227052293,4306084,53.960276187015
6300200,臺北市,信義區,228496,88412,4766084,53.90765959372,4499025,50.887040220785,4459135,50.435857123467,4677448,52.905126000995,4845026,54.800547437,4819955,54.516977333394
6301000,臺北市,內湖區,282842,103801,5244544,50.524985308427,5243057,50.510659820233,5067871,48.822949682566,5346390,51.506151193148,5498555,52.972081193823,5341779,51.461729655784
6300300,臺北市,大安區,313363,119480,6833928,57.197254770673,6612454,55.343605624372,6392780,53.505021760964,6551112,54.830197522598,6720151,56.244986608637,6821457,57.092877469032
6300400,臺北市,中山區,228753,97336,6430326,66.06318320046,6344780,65.184310018904,6098668,62.655831347086,6397226,65.723124023999,6651311,68.33351483521,6781725,69.673347990466
6500600,新北市,新店區,299017,121059,6180870,51.056674844497,6191241,51.142343815825,5897110,48.712693810456,6176243,51.018453811778,6333974,52.321380483896,6349213,52.447261252778
6502200,新北市,石門區,12794,4264,34388,8.0647279549719,29015,6.8046435272045,33217,7.7901031894934,36179,8.484756097561,40402,9.4751407129456,41055,9.6282833020638
6502300,新北市,八里區,36201,13289,761589,57.309729851757,913339,68.728948754609,723585,54.449920987283,800150,60.211453081496,852903,64.1811272481,842354,63.38731281511
6502000,新北市,坪林區,6460,2478,13548,5.4673123486683,14380,5.8030669895077,13877,5.6000807102502,15161,6.1182405165456,17741,7.1594027441485,12179,4.9148506860371
6502500,新北市,雙溪區,9412,3860,35585,9.2189119170984,31484,8.1564766839378,31237,8.0924870466321,31803,8.2391191709845,37440,9.699481865285,32299,8.3676165803109
6502900,新北市,烏來區,6036,1782,18574,10.423120089787,19918,11.177328843996,18515,10.390011223345,21280,11.941638608305,20910,11.734006734007,21317,11.962401795735
6501900,新北市,石碇區,7848,3363,41426,12.318168302111,37433,11.130835563485,41364,12.299732381802,40193,11.9515313708,46894,13.944097531966,48620,14.457329765091
6501600,新北市,泰山區,77939,27275,1345111,49.316626947754,1223845,44.870577451879,1230640,45.119706691109,1286608,47.171695692026,1366343,50.095068744271,1399606,51.314610449129
6502400,新北市,平溪區,5002,2380,17731,7.45,19231,8.0802521008403,18079,7.596218487395,19240,8.0840336134454,25161,10.571848739496,23450,9.8529411764706
6502800,新北市,萬里區,22618,7317,211419,28.894218942189,183821,25.122454557879,183389,25.063413967473,203546,27.818231515648,246689,33.714500478338,221480,30.269236025694
6502700,新北市,金山區,22392,6934,192436,27.752523795789,167331,24.131958465532,187828,27.087972310355,181581,26.187049322181,197334,28.458898182867,199670,28.795788866455
6502600,新北市,貢寮區,13306,4456,165445,37.128590664273,164262,36.863105924596,149550,33.561490125673,163075,36.596723518851,196535,44.105700179533,181482,40.727558348294
6501200,新北市,瑞芳區,41490,16025,431125,26.903276131045,392115,24.46895475819,409948,25.581778471139,424791,26.508018720749,484210,30.215912636505,472522,29.48655226209
6502100,新北市,三芝區,23464,9197,276304,30.04284005654,239452,26.03588126563,263365,28.635968250516,267927,29.131999565076,288820,31.403718603893,290070,31.539632488855
6501800,新北市,深坑區,23622,9265,571518,61.685698866703,512712,55.338586076632,538654,58.138586076632,550063,59.369994603346,575894,62.158014031301,579146,62.509012412304
6500800,新北市,鶯歌區,88637,28881,1168589,40.462206987293,1054564,36.514109622243,1094117,37.88362591323,1160717,40.189640247914,1205618,41.744330182473,1217939,42.170942834389
6500400,新北市,永和區,229062,90630,4047083,44.655003861856,4171234,46.024870351981,3828370,42.24175217919,3907889,43.119154805252,3985394,43.974335209092,4107266,45.319055500386
6500900,新北市,三峽區,110010,39459,1677310,42.507666185154,1503172,38.094528497935,1579594,40.031272966877,1637329,41.494437263996,1697727,43.025089333232,1720753,43.608631744342
6501300,新北市,土城區,239258,85009,3877851,45.616946440965,3535603,41.590925666694,3617091,42.549506522839,3710777,43.651578068205,3873756,45.568775070875,3882804,45.675210860027
6501500,新北市,五股區,81744,28737,1392856,48.469081671712,1218156,42.389811044994,1323421,46.052858683927,1327754,46.20363990674,1418627,49.365869784598,1414434,49.219960329888
6501700,新北市,林口區,94108,36121,1533763,42.461808920019,1397722,38.695551064478,1485606,41.128595553833,1529866,42.353921541486,1640210,45.408764984358,1631573,45.16965200299
6500200,新北市,三重區,389813,145732,7365497,50.541384184668,7289185,50.017738039689,6930731,47.558058628167,7174273,49.22922213378,7448666,51.112082452721,7471569,51.269240798177
6501100,新北市,汐止區,194200,83244,3956464,47.528518571909,3673672,44.131372831676,3732789,44.841538128874,3874196,46.540243140647,4145944,49.804718658402,4082740,49.045456729614
6500700,新北市,樹林區,183407,64323,2971903,46.202804595557,2730268,42.446216749841,2747912,42.72051987625,2870162,44.621084215599,3042835,47.305551668921,3041438,47.283833154548
6501000,新北市,淡水區,155241,65495,3504621,53.509748835789,3137100,47.898312848309,3267713,49.892556683716,3426438,52.316024123979,3618745,55.252232994885,3687267,56.298450263379
6501400,新北市,蘆洲區,199426,68130,3412400,50.086599148686,3073687,45.115030089535,3200127,46.970893879348,3261586,47.872978130046,3426871,50.299001908117,3453241,50.686056069279
6500500,新北市,新莊區,409760,144609,7086198,49.002468726013,6402622,44.275404712017,6627710,45.831933005553,6815577,47.131070680248,7181578,49.662040398592,7235308,50.033594036332
6500300,新北市,中和區,415742,160988,8371930,52.00344125028,8189861,50.872493602008,7836396,48.676895172311,8153997,50.649719233732,8425064,52.333490694959,8635383,53.639917260914
6500100,新北市,板橋區,556920,203555,9448971,46.41974404952,8476403,41.641831446047,8871564,43.583129866621,9059985,44.50878141043,9478106,46.562874898676,9557486,46.952843211908
6601500,臺中市,后里區,54076,15255,791155,51.862012454933,801499,52.540085217961,782883,51.319764011799,818294,53.641035725991,853076,55.921075057358,844368,55.350245821042
6601800,臺中市,大雅區,91939,27438,1284933,46.830417668926,1199610,43.720752241417,1301507,47.434470442452,1222992,44.572928055981,1316816,47.992419272542,1320533,48.127888330053
